"busy","New York is one of the busiest cities in the world.","belebt, hektisch"
"cuisine","This restaurant is famous for its spicy cuisine.","Küche, Kulinarik"
"immigrant","Millions of immigrants came to America in the 19th century.","Einwanderer/Einwanderin"
"native","Native Americans arrived in the US at least 15,000 years ago.","einheimisch, ursprünglich"
"nearby","We were very hungry. Luckily we found a restaurant nearby.","in der Nähe"
"origin","She is of French origin. She was born in Paris.","Herkunft, Ursprung"
"politics","Politics are the business of government.","Politik"
"announcement","I heard the announcement on the speakers saying that the store was closing soon.","Durchsage, Ankündigung"
"be in trouble","James was in trouble with the police.","in Schwierigkeiten sein"
"blow up","The bomb blew up.","explodieren"
"emergency landing","The pilot had to make an emergency landing.","Notlandung"
"evacuate","People who live along the coast were evacuated because of the hurricane.","evakuieren"
"flock of birds","A flock of birds flew over our heads.","Vogelschwarm"
"glide down","We watched the skiers glide down the slope.","hinuntergleiten"
"miracle","It would take a miracle for this team to win.","Wunder"
"on duty","I'm not allowed to make private calls while I'm on duty.","im Dienst"
"rescue boat","There weren't enough rescue boats to save all the people on the ship.","Rettungsboot"
"runway","The airplane landed safely on the runway.","Landebahn"
"takeoff","Please remain seated during takeoff.","Abflug, Start"
"treatment","There are various treatments available at the hotel spa.","Behandlung"
"wing","The bird spread its wings and flew away.","Flügel"
"become desperate","As the supply of food ran out, people became desperate.","verzweifeln, aussichtslos werden"
"collide","Two football players collided on the field.","zusammenstoßen, kollidieren"
"explode","The firework exploded in his hand.","explodieren"
"bravery","She received an award for her bravery.","Mut, Tapferkeit"
"reward somebody","The firefighters were rewarded for their brave actions.","belohnen, prämieren"
"critic","The critics loved the movie.","Kritiker/in"
"elevator","The office is on the fifth floor, so we should take the elevator.","Aufzug"
"campaign","The university is organising a campaign to attract more students.","Kampagne, Aktion"
"charge","The museum charges visitors $20.","berechnen, verlangen"
"crowd-funding","They raised the money for the film through crowd-funding.","Gruppenfinanzierung"
"personal","I can't show you the letter. It's personal.","persönlich"
"statement","He went to the police station to make a statement.","Aussage"
