be aware of something,I wasn't aware of that.,sich etw bewusst sein
Catholic,Most people in the Republic of Ireland are Catholics.,katholisch
fluent,She speaks fluent English.,fließend
independent,The Republic of Ireland is an independent country.,unabhängig
leading,Some leading computer firms have their base in Ireland.,führend
member,The club has 300 members.,Mitglied
primary school,Children in primary school are between 6 and 10 years old.,Volksschule
cattle,He keeps horses and cattle on his farm.,"Rinder, Vieh"
cheer,The fans cheered for their team.,jubeln
crop,"In 1845, the potato crop in Ireland was destroyed.",Ernte
famine,"In famine, people die because they have nothing to eat.",Hungersnot
found,The Irish Republic was founded in 1922.,gründen
free state,Ireland became a free state in 1922.,Freistaat
fungus,A fungus destroyed all the potatoes in Ireland.,Pilz
government,The government didn't react fast enough to the crisis.,Regierung
grain,You can make bread from grain. It grows in fields.,Getreide
incident,"Someone just stole that lady's handbag. We should report the incident to the police.",Zwischenfall
intention,She announced her intention to run for president.,"Absicht, Vorhaben"
interfere,You should not interfere in other people's business.,"sich einmischen, in Konflikt geraten"
landlord,The landlord is the owner of the house or the land where people live or work.,"Grundbesitzer, Vermieter"
majority,Most of the people in the north were Protestant. They were the majority.,Mehrheit
put down,British soldiers put down the rebellion.,niederschlagen
shake hands,It's normal to shake hands with somebody you've just met.,Hände schütteln
starve,The people had nothing to eat. They were starving.,verhungern
Guess!,You want to know what I bought? Guess!,Rate!
I'd rather,I'd rather stay at home than go on holiday this year.,Ich möchte eher
foreigner,I met many foreigners from Asia when I was working at the embassy.,Ausländer/-in
improve,I need to improve my English and get better marks.,verbessern
tax,Nearly everyone in the country has to pay taxes to the government.,Steuer
hiking,National Parks are always great places for hiking.,Wandern
proper,That's not a proper job. Do it again!,"richtig, angemessen"
admire,They all admired her courage.,bewundern
be terrified,Scared? I was absolutely terrified!,fürchterliche Angst haben
nonsense,She thinks that astrology is nonsense.,"Unsinn, Quatsch"
thunder,Lightning is usually followed by thunder.,Donner
unconscious,She was unconscious for three days after the accident.,"bewusstlos, unbewusst"
