oil,"Oil is very precious in our society.",Öl
Fair Trade,"The Fair Trade project gives farmers more money for their products.","eine Organisation, die sich für fairen Handel einsetzt"
farmer,"My uncle is a farmer. He owns a farm with cows and horses.",Landwirt/in
make a living,"He made a living by working as a cook.","den Lebensunterhalt verdienen"
pay rise,"She got a pay rise for her good work.",Gehaltserhöhung
pesticide,"Pesticides are used to stop insects and fungus destroying crops.","Pestizid, Insektenbekämpfungsmittel"
select,"Only the best beans are selected.",auswählen
agreement,"Fair Trade is an international agreement.",Vereinbarung
increase,"The world's population increases every year.","steigen, erhöhen"
rate,"The number of crimes is increasing at an alarming rate.",Rate
brother-in-law,"The man who married my sister is my brother-in-law.",Schwager
defeat,"He defeated the champion in three sets.","besiegen, überwältigen"
harmony,"Our dream is that all the peoples of the world should live in harmony.",Harmonie
human being,"Human beings are the people on this planet Earth.",Mensch
hurtful,"He was horrible. He said some hurtful things to me.",verletzend
ignorance,"Their ignorance makes them do stupid things.",Ignoranz
overcome,"I want to overcome my fear of flying.","bewegen, überwinden"
painful,"I hurt my ankle yesterday. It's still very painful.",schmerzhaft
racism,"Martin Luther King Jr. led the anti-racism movement for civil rights in America.",Rassismus
racist,"He made racist comments about black people.",rassistisch
recognition,"She got a lot of recognition for her work.","Anerkennung, Bestätigung"
slavery,"For two hundred years Africans were sold into slavery in America.",Sklaverei
son-in-law,"Your son-in-law is your daughter's husband.",Schwiegersohn
angry,"The passengers were angry because of the delay.",wütend
annoy,"Don't phone me at home. You'll annoy my parents.",(ver-)ärgern
helpless,"The gang attacked a helpless victim in the park.",hilflos
hurt,"It hurt me to think that nobody listened to me.",verletzen
misunderstood,"No one really believes me. I feel misunderstood by everyone.",missverstanden
proud,"She was proud that her daughter had so much talent.",stolz
shocked,"Many people were shocked by the violent scenes in the film.",schockiert
surprised,"She looked surprised when I told her the news.",überrascht
claim,"She claims she saw an alien in her garden last night.",behaupten
bicycle,"Bike is the short form of the word bicycle.",Fahrrad
fairness,"We think other people should be fair to us, so we should show fairness to them too.","Gerechtigkeit, Fairness"
hell,"Hell is the opposite of heaven.",Hölle
introduction,"In a short introduction, he explains the background to his book.",Einleitung
pollution,"Pollution of the environment is a big problem for everyone.",Verschmutzung
