"Aborigine","The Aborigines were the first people to live in Australia thousands of years ago.","Ureinwohner/in Australiens"
"cheque","I don't have any money with me. I'll have to pay by cheque.","Scheck"
"envelope","When you write a letter, you put it in an envelope before you send it.","Kuvert; Briefumschlag"
"airline","Lufthansa is a famous German airline.","Fluglinie"
"ancestor","The ancestors of the Aborigines came to Australia over 40,000 years ago.","Vorfahrin; Ahne, Ahnin"
"bush trail","There was a bush trail from our camp to the rock.","Buschpfad"
"crawl","They crawled out of the tent on their hands and knees.","kriechen"
"drag","The crocodile tried to drag them off into the water.","schleppen"
"excess weight","My suitcase was too heavy. I had to pay for the excess weight.","Übergewicht (bei Gepäck)"
"gorgeous","The weather is gorgeous today. Blue skies and lots of sun.","wunderschön, herrlich"
"grab","I grabbed my school bag and ran home.","packen"
"headlight","As soon as it was dark, I turned on the car's headlights.","Scheinwerfer"
"heritage","The Aborigines have a heritage that is thousands of years old.","Erbe, Tradition"
"jump-start","If your car battery is weak, you can jump-start your car with help from another car.","Starthilfe geben"
"pressure","You need to take a holiday to get away from the pressure of work.","Druck"
"shade","We sat down in the shade to get some rest.","Schatten"
"string","Pull the string and the rock will fall.","Schnur; Bindfaden"
"reed","You can find reeds around a pond or a lake.","Schilfrohr"
"track","We followed the bear's tracks in the snow.","Fährte, Spur"
"survival skills","You need good survival skills to survive in the jungle.","Überlebenstechniken, -fähigkeiten"
"walkabout","On their walkabout, Aborigines cross Australia on foot.","Buschwanderung"
"aircraft","The Flying Doctors often travel very long distances in their aircraft.","Flugzeug"
"ambulance","The man's just had a heart attack. Call an ambulance!","Krankenwagen"
"detailed","They ask people detailed questions to find out what's wrong.","detailliert"
"distance","Paul has to drive long distances as part of his job.","Entfernung"
"drugs","You have to take drugs to fight the pain.","Medikamente"
"first aid","If someone is injured, you have to use first aid before the doctor arrives.","Erste Hilfe"
"landing","The aircraft made a perfect landing and stopped next to the house.","Landung"
"(the) outback","It's very hot and dry in the Australian outback.","Hinterland Australiens"
"provide","The trees provide shade for the animals in the summer.","versorgen; verschaffen"
