chest,"The murdered man had a knife wound in his chest.",Brust
employee,"Employees are the people that work for a company.",Angestellte/r
mystery,"Her disappearance is still a mystery.",Rätsel; Geheimnis
report,"According to the report, police arrested the criminal.",Bericht
attractive,"Lots of people like the way she looks, they think she's a very attractive woman.",attraktiv
nephew,"He's my nephew. You know, my brother's son.",Neffe
office clerk,"She works for a TV company as an office clerk.",Büroangestellte/r
keep an eye on,"Don't forget to keep an eye on the children while they're at the zoo.",aufpassen auf
confusion,"After the accident, there was great confusion.",Verwirrung
relative,"We had a big party last week. All my friends and relatives were there.",Verwandte/r
retire,"When you've worked enough in your life, you can retire.",in Pension gehen
right away,"We'd like some more water, please. – Right away, sir!",sofort
take over,"When he retires, his son will take over the company.",übernehmen
unlock,"Give me the key and I'll unlock the door for you.",aufschließen
upset,"When she heard the bad news, she was very upset.",verstört
consider,"To find out we have to consider all the facts.",erwägen
mention,"Don't forget to mention me in your letter home.",erwähnen
likely,"It's likely that we'll get more rain tomorrow.",wahrscheinlich
besides,"No, thanks. I'm not hungry. And besides, I hate fish.",außerdem; im Übrigen
expect,"I expect she'll get good marks in the test tomorrow.",erwarten
handkerchief,"I have a terrible cold. I need a handkerchief.",Taschentuch
Never mind.,"I'm sorry I'm late. – Never mind. The film hasn't started yet.",Macht nichts.; Egal.
suspicion,"My suspicion is that it was John who took my bike.",Verdacht
wastepaper bin,"He threw all the letters into the wastepaper bin.",Papierkorb
excellent,"Her new movie has received excellent reviews.",hervorragend; großartig
conclusion,"He came to the conclusion that the murderer was a woman.",Schlussfolgerung
get hold of something,"A reporter got hold of the story and next day it was in all the newspapers.",etwas in die Hände bekommen
prove,"I know he's the murderer, but I can't prove it.",beweisen
historical,"The Old State House is an important historical building.",historisch
commit,"If you commit a crime, you become a criminal.",begehen
escape,"The thieves escaped from prison.",entkommen; flüchten
investigation,"The police started their investigation of the crime immediately.","Ermittlungen; Untersuchung"
common,"The most common word in the English language is ""the"".",häufig; gewöhnlich
personal,"A lot of personal computers were hacked last year.",persönlich
crime scene,"The police arrived at the crime scene very quickly.",Tatort
realise,"She didn't realise the risk she was taking.","erkennen; begreifen"
