vegetarian,"She doesn't eat meat. She's a vegetarian.",Vegetarier/in
afford,"We can't afford to go abroad this summer.","sich leisten können"
feed,"They have a large family to feed.",ernähren
hunger,"Many people die of hunger every day.",Hunger
intake,"People in America have a higher intake of calories than people in Africa.",Aufnahme
waste,"We need to stop wasting food and help the hungry.",verschwenden
contain,"What's in that box? What does it contain?",enthalten
cookery,"Learn to cook by watching a cookery programme on TV.","Koch-; Kochkunst"
diet,"To stay fit you need a healthy diet.",Ernährung
even though,"I had to eat the spinach even though I didn't like it.",obwohl
health,"Good health is the most important thing in anyone's life.",Gesundheit
nutrition,"Good nutrition means eating good food regularly.",Ernährung
overweight,"If you eat too much too often, you will soon be overweight.",übergewichtig
regularly,"He plays football regularly every week.",regelmäßig
dislike,"I like tomatoes, but I dislike spinach.","nicht mögen"
habits,"Old habits die hard means it's often difficult to change the way you do things.",Gewohnheiten
accept,"I didn't get the job, so I'll just have to accept their decision.","hinnehmen; akzeptieren"
afterwards,"Let's watch TV. Afterwards we can have a pizza.",nachher
eating disorder,"Some people might have an eating disorder because they imagine they are too fat.",Essstörung
gain,"He started to eat more and gained 10 kilos in a month.",zunehmen
gym,"PE usually takes place in the school gym.",Turnhalle
thin,"You look very thin. You need to eat more.",dünn
throw up,"She suddenly felt very sick and had to throw up.",erbrechen
be ashamed,"You don't have to be ashamed if you get too fat.","sich schämen"
trust,"Trust me. I know what I'm talking about.",vertrauen
