cheap,bought some cheap shoes in town yesterday.,billig
tired of,I'm tired of playing football. Let’s go home.,"mide, überdrüssig"
underneath,The cat is underneath the table.,unter(halb)
fridge,have to go shopping because our fridge is empty.,Kühlschrank
conversation,had an interesting conversation with Joe last night.,"Gesprach, Unterhaltung"
dictionary,This word is not in my dictionary.,Worterbuch
next door,The people next door are friendly.,nebenan
share,I want to share my lunch with you.,teilen
whose,Whose computer is this? It’s not mine!,wessen
washing machine,All my dirty clothes are in the washing machine.,Waschmaschine
