What's the time ?,,Wie spät ist es ?
Excuse me .,,Entschuldigen Sie bitte . Entschuldigung .
hurry,We're late . Let's hurry .,sich beeilen
clock,My clock shows the wrong time .,Uhr
It's 10 a.m.,,Es ist 10 Uhr morgens / vormittags .
It's 8 p.m.,,Es ist 8 Uhr abends .
What time is it ?,,Wie spät ist es ?
before,I read a book before I go to sleep .,bevor ; zuvor ; vor
buffalo ( pl buffaloes ),The water buffalo eats grass .,Büffel
by bus,Let's go into town by bus .,mit dem Bus
city,London is a big city .,( Groß- ) Stadt
cook,My mum cooks great spaghetti .,kochen
cut,She cuts the grass at the weekends .,schneiden
half an hour,I read for half an hour every evening .,eine halbe Stunde
hut,Suresh lives in a hut with his mother .,Hütte
mother,She lives at home with her mother .,Mutter
shed,The buffalo lives in a shed .,Schuppen ; Stall
village,Their hut is in a village in India .,Dorf
go to school,Sarah goes to school at a quarter to eight .,in die Schule gehen
Just a minute .,,Einen Augenblick bitte .; Moment mal .
